Hydrant,Latitude,Longitude,Capacity_L_min,Available,Capacity_source,Public_hydrant_object_id,Model_type,Location_source
H1266,55.683849,12.493278,1600,True,simulated_from_model_type,1266,"unset, 100 mm",6100_Brandhaner__Koebenhavn
H1267,55.706503,12.543318,1500,True,simulated_from_model_type,1267,"unset, 90 mm",6100_Brandhaner__Koebenhavn
H1268,55.705689,12.54508,1500,True,simulated_from_model_type,1268,"unset, 90 mm",6100_Brandhaner__Koebenhavn
H1269,55.65042,12.539199,1600,True,simulated_from_model_type,1269,"unset, 100 mm",6100_Brandhaner__Koebenhavn
H1270,55.681321,12.583484,1600,True,simulated_from_model_type,1270,"KV 1916, 100 mm",6100_Brandhaner__Koebenhavn
H1271,55.714023,12.558458,800,True,simulated_from_model_type,1271,"unset, unset",6100_Brandhaner__Koebenhavn
H1272,55.705934,12.554877,1600,True,simulated_from_model_type,1272,"A-60, 100 mm",6100_Brandhaner__Koebenhavn
H1273,55.672334,12.567278,1600,True,simulated_from_model_type,1273,"unset, 100 mm",6100_Brandhaner__Koebenhavn
H1274,55.681417,12.58142,1600,True,simulated_from_model_type,1274,"unset, 100 mm",6100_Brandhaner__Koebenhavn
H1275,55.681761,12.582307,1600,True,simulated_from_model_type,1275,"unset, 100 mm",6100_Brandhaner__Koebenhavn
H1276,55.703597,12.546656,2000,True,simulated_from_model_type,1276,"A-60, 110 mm",6100_Brandhaner__Koebenhavn
H1277,55.70292,12.545447,1600,True,simulated_from_model_type,1277,"A-60, 100 mm",6100_Brandhaner__Koebenhavn
H1278,55.706426,12.555557,1600,True,simulated_from_model_type,1278,"A-60, 100 mm",6100_Brandhaner__Koebenhavn
H1279,55.724433,12.524871,1600,True,simulated_from_model_type,1279,"unset, 100 mm",6100_Brandhaner__Koebenhavn
H1280,55.705301,12.555919,1600,True,simulated_from_model_type,1280,"A-60, 100 mm",6100_Brandhaner__Koebenhavn
H1281,55.680909,12.582337,1600,True,simulated_from_model_type,1281,"unset, 100 mm",6100_Brandhaner__Koebenhavn
H1282,55.676995,12.576408,1600,True,simulated_from_model_type,1282,"unset, 100 mm",6100_Brandhaner__Koebenhavn
H1283,55.679465,12.581217,1600,True,simulated_from_model_type,1283,"unset, 100 mm",6100_Brandhaner__Koebenhavn
H1284,55.728933,12.563769,1600,True,simulated_from_model_type,1284,"unset, 100 mm",6100_Brandhaner__Koebenhavn
H1285,55.679055,12.579561,1600,True,simulated_from_model_type,1285,"unset, 100 mm",6100_Brandhaner__Koebenhavn
H1286,55.705862,12.548723,1600,True,simulated_from_model_type,1286,"A-60, 100 mm",6100_Brandhaner__Koebenhavn
H1287,55.643658,12.540157,800,True,simulated_from_model_type,1287,"unset, unset",6100_Brandhaner__Koebenhavn
H1288,55.642047,12.539817,800,True,simulated_from_model_type,1288,"unset, unset",6100_Brandhaner__Koebenhavn
H1289,55.70776,12.564528,1600,True,simulated_from_model_type,1289,"unset, 100 mm",6100_Brandhaner__Koebenhavn
H1290,55.719538,12.47685,1600,True,simulated_from_model_type,1290,"A-60, 100 mm",6100_Brandhaner__Koebenhavn
H1291,55.719515,12.474828,1600,True,simulated_from_model_type,1291,"A-60, 100 mm",6100_Brandhaner__Koebenhavn
H1292,55.706073,12.588747,2000,True,simulated_from_model_type,1292,"unset, 110 mm",6100_Brandhaner__Koebenhavn
H1293,55.657566,12.556001,800,True,simulated_from_model_type,1293,"unset, unset",6100_Brandhaner__Koebenhavn
H1294,55.685705,12.565276,800,True,simulated_from_model_type,1294,"unset, unset",6100_Brandhaner__Koebenhavn
H1295,55.688758,12.568769,1600,True,simulated_from_model_type,1295,"A-60, 100 mm",6100_Brandhaner__Koebenhavn
H1296,55.682646,12.591902,800,True,simulated_from_model_type,1296,"unset, unset",6100_Brandhaner__Koebenhavn
H1297,55.702887,12.541779,1600,True,simulated_from_model_type,1297,"unset, 100 mm",6100_Brandhaner__Koebenhavn
H1298,55.690221,12.543948,1600,True,simulated_from_model_type,1298,"A-60, 100 mm",6100_Brandhaner__Koebenhavn
H1299,55.679001,12.572796,2000,True,simulated_from_model_type,1299,"unset, 110 mm",6100_Brandhaner__Koebenhavn
H1300,55.693555,12.556631,1600,True,simulated_from_model_type,1300,"unset, 100 mm",6100_Brandhaner__Koebenhavn
H1301,55.651806,12.509065,1600,True,simulated_from_model_type,1301,"A-60, 100 mm",6100_Brandhaner__Koebenhavn
H1302,55.652671,12.509767,1600,True,simulated_from_model_type,1302,"A-60, 100 mm",6100_Brandhaner__Koebenhavn
H1303,55.669626,12.563114,2000,True,simulated_from_model_type,1303,"unset, 110 mm",6100_Brandhaner__Koebenhavn
H1304,55.660864,12.558791,1600,True,simulated_from_model_type,1304,"A-60, 100 mm",6100_Brandhaner__Koebenhavn
H1305,55.669264,12.573577,1600,True,simulated_from_model_type,1305,"A-60, 100 mm",6100_Brandhaner__Koebenhavn
H1306,55.702313,12.573888,800,True,simulated_from_model_type,1306,"unset, unset",6100_Brandhaner__Koebenhavn
H1307,55.675388,12.568907,1600,True,simulated_from_model_type,1307,"KV 1916, 100 mm",6100_Brandhaner__Koebenhavn
H1308,55.670081,12.575605,1600,True,simulated_from_model_type,1308,"A-60, 100 mm",6100_Brandhaner__Koebenhavn
H1309,55.668795,12.573418,1600,True,simulated_from_model_type,1309,"A-60, 100 mm",6100_Brandhaner__Koebenhavn
H1310,55.669105,12.573968,1600,True,simulated_from_model_type,1310,"KVXX, 100 mm",6100_Brandhaner__Koebenhavn
H1311,55.669589,12.574784,1600,True,simulated_from_model_type,1311,"A-60, 100 mm",6100_Brandhaner__Koebenhavn
H1312,55.704471,12.588902,800,True,simulated_from_model_type,1312,"unset, unset",6100_Brandhaner__Koebenhavn
H1313,55.660348,12.557472,1600,True,simulated_from_model_type,1313,"A-60, 100 mm",6100_Brandhaner__Koebenhavn
H1314,55.661774,12.559144,1600,True,simulated_from_model_type,1314,"A-60, 100 mm",6100_Brandhaner__Koebenhavn
H1315,55.6622,12.560091,1600,True,simulated_from_model_type,1315,"A-60, 100 mm",6100_Brandhaner__Koebenhavn
H1316,55.723033,12.529527,1600,True,simulated_from_model_type,1316,"A-60, 100 mm",6100_Brandhaner__Koebenhavn
H1317,55.703485,12.589392,2000,True,simulated_from_model_type,1317,"unset, 110 mm",6100_Brandhaner__Koebenhavn
H1318,55.660597,12.478447,1600,True,simulated_from_model_type,1318,"A-60, 100 mm",6100_Brandhaner__Koebenhavn
H1319,55.660788,12.480403,1600,True,simulated_from_model_type,1319,"A-60, 100 mm",6100_Brandhaner__Koebenhavn
H1320,55.660622,12.482483,1600,True,simulated_from_model_type,1320,"A-60, 100 mm",6100_Brandhaner__Koebenhavn
H1321,55.667502,12.507965,1600,True,simulated_from_model_type,1321,"A-60, 100 mm",6100_Brandhaner__Koebenhavn
H1322,55.72265,12.608118,1600,True,simulated_from_model_type,1322,"KV 1916, 100 mm",6100_Brandhaner__Koebenhavn
H1323,55.710034,12.490822,1600,True,simulated_from_model_type,1323,"A-60, 100 mm",6100_Brandhaner__Koebenhavn
H1324,55.660436,12.509264,1600,True,simulated_from_model_type,1324,"KV 1916, 100 mm",6100_Brandhaner__Koebenhavn
H1325,55.678589,12.572793,1600,True,simulated_from_model_type,1325,"unset, 100 mm",6100_Brandhaner__Koebenhavn
H1326,55.676905,12.574267,2000,True,simulated_from_model_type,1326,"unset, 110 mm",6100_Brandhaner__Koebenhavn
H1327,55.67752,12.572607,1600,True,simulated_from_model_type,1327,"unset, 100 mm",6100_Brandhaner__Koebenhavn
H1328,55.707581,12.530939,1600,True,simulated_from_model_type,1328,"A-60, 100 mm",6100_Brandhaner__Koebenhavn
H1329,55.678361,12.572515,1600,True,simulated_from_model_type,1329,"unset, 100 mm",6100_Brandhaner__Koebenhavn
H1330,55.678448,12.574866,1600,True,simulated_from_model_type,1330,"unset, 100 mm",6100_Brandhaner__Koebenhavn
H1331,55.677844,12.575711,1600,True,simulated_from_model_type,1331,"unset, 100 mm",6100_Brandhaner__Koebenhavn
H1332,55.709442,12.570008,1600,True,simulated_from_model_type,1332,"A-60, 100 mm",6100_Brandhaner__Koebenhavn
H1333,55.703043,12.570699,800,True,simulated_from_model_type,1333,"unset, unset",6100_Brandhaner__Koebenhavn
H1334,55.662695,12.484032,1600,True,simulated_from_model_type,1334,"A-60, 100 mm",6100_Brandhaner__Koebenhavn
H1335,55.661543,12.484517,1600,True,simulated_from_model_type,1335,"A-60, 100 mm",6100_Brandhaner__Koebenhavn
H1336,55.660649,12.484562,1600,True,simulated_from_model_type,1336,"A-60, 100 mm",6100_Brandhaner__Koebenhavn
H1337,55.665597,12.513306,1600,True,simulated_from_model_type,1337,"A-60, 100 mm",6100_Brandhaner__Koebenhavn
H1338,55.665257,12.512074,1600,True,simulated_from_model_type,1338,"A-60, 100 mm",6100_Brandhaner__Koebenhavn
H1339,55.66581,12.511375,1600,True,simulated_from_model_type,1339,"A-60, 100 mm",6100_Brandhaner__Koebenhavn
H1340,55.662925,12.5208,2000,True,simulated_from_model_type,1340,"unset, 110 mm",6100_Brandhaner__Koebenhavn
H1341,55.677561,12.573496,1600,True,simulated_from_model_type,1341,"unset, 100 mm",6100_Brandhaner__Koebenhavn
H1342,55.660301,12.483556,1600,True,simulated_from_model_type,1342,"A-60, 100 mm",6100_Brandhaner__Koebenhavn
H1343,55.661034,12.483062,1600,True,simulated_from_model_type,1343,"A-60, 100 mm",6100_Brandhaner__Koebenhavn
H1344,55.661924,12.482819,1600,True,simulated_from_model_type,1344,"A-60, 100 mm",6100_Brandhaner__Koebenhavn
H1345,55.663077,12.482606,1600,True,simulated_from_model_type,1345,"A-60, 100 mm",6100_Brandhaner__Koebenhavn
H1346,55.663857,12.482724,1600,True,simulated_from_model_type,1346,"A-60, 100 mm",6100_Brandhaner__Koebenhavn
H1347,55.665538,12.48429,1600,True,simulated_from_model_type,1347,"A-60, 100 mm",6100_Brandhaner__Koebenhavn
H1348,55.664936,12.479102,1600,True,simulated_from_model_type,1348,"A-60, 100 mm",6100_Brandhaner__Koebenhavn
H1349,55.713241,12.511037,1600,True,simulated_from_model_type,1349,"A-60, 100 mm",6100_Brandhaner__Koebenhavn
H1350,55.67872,12.585116,800,True,simulated_from_model_type,1350,"unset, unset",6100_Brandhaner__Koebenhavn
H1351,55.705939,12.586961,800,True,simulated_from_model_type,1351,"unset, unset",6100_Brandhaner__Koebenhavn
H1352,55.673654,12.485441,1600,True,simulated_from_model_type,1352,"A-60, 100 mm",6100_Brandhaner__Koebenhavn
H1353,55.721582,12.608585,2000,True,simulated_from_model_type,1353,"unset, 110 mm",6100_Brandhaner__Koebenhavn
H1354,55.703658,12.58173,2000,True,simulated_from_model_type,1354,"unset, 110 mm",6100_Brandhaner__Koebenhavn
H1355,55.70406,12.585759,800,True,simulated_from_model_type,1355,"unset, unset",6100_Brandhaner__Koebenhavn
H1356,55.672535,12.479312,1600,True,simulated_from_model_type,1356,"A-60, 100 mm",6100_Brandhaner__Koebenhavn
H1357,55.665683,12.515313,2000,True,simulated_from_model_type,1357,"unset, 110 mm",6100_Brandhaner__Koebenhavn
H1358,55.667334,12.56081,800,True,simulated_from_model_type,1358,"unset, unset",6100_Brandhaner__Koebenhavn
H1359,55.667665,12.558791,800,True,simulated_from_model_type,1359,"unset, unset",6100_Brandhaner__Koebenhavn
H1360,55.666772,12.561126,800,True,simulated_from_model_type,1360,"unset, unset",6100_Brandhaner__Koebenhavn
H1361,55.700981,12.594794,2000,True,simulated_from_model_type,1361,"unset, 110 mm",6100_Brandhaner__Koebenhavn
H1362,55.665672,12.56759,1600,True,simulated_from_model_type,1362,"A-60, 100 mm",6100_Brandhaner__Koebenhavn
H1363,55.705229,12.538356,1600,True,simulated_from_model_type,1363,"A-60, 100 mm",6100_Brandhaner__Koebenhavn
H1364,55.666819,12.517109,2000,True,simulated_from_model_type,1364,"unset, 110 mm",6100_Brandhaner__Koebenhavn
H1365,55.697624,12.538687,1600,True,simulated_from_model_type,1365,"A-60, 100 mm",6100_Brandhaner__Koebenhavn
H1366,55.699126,12.538744,1600,True,simulated_from_model_type,1366,"A-60, 100 mm",6100_Brandhaner__Koebenhavn
H1367,55.698351,12.538725,1600,True,simulated_from_model_type,1367,"A-60, 100 mm",6100_Brandhaner__Koebenhavn
H1368,55.670249,12.562526,2000,True,simulated_from_model_type,1368,"unset, 110 mm",6100_Brandhaner__Koebenhavn
H1369,55.670476,12.569378,2000,True,simulated_from_model_type,1369,"unset, 110 mm",6100_Brandhaner__Koebenhavn
H1370,55.671116,12.568631,1600,True,simulated_from_model_type,1370,"unset, 100 mm",6100_Brandhaner__Koebenhavn
H1371,55.662736,12.516278,2000,True,simulated_from_model_type,1371,"unset, 110 mm",6100_Brandhaner__Koebenhavn
H1372,55.704063,12.559545,800,True,simulated_from_model_type,1372,"unset, unset",6100_Brandhaner__Koebenhavn
H1373,55.707028,12.589441,1600,True,simulated_from_model_type,1373,"A-60, 100 mm",6100_Brandhaner__Koebenhavn
H1374,55.666673,12.552381,1600,True,simulated_from_model_type,1374,"A-60, 100 mm",6100_Brandhaner__Koebenhavn
H1375,55.664466,12.515799,1600,True,simulated_from_model_type,1375,"A-60, 100 mm",6100_Brandhaner__Koebenhavn
H1376,55.664244,12.514847,1600,True,simulated_from_model_type,1376,"A-60, 100 mm",6100_Brandhaner__Koebenhavn
H1377,55.665169,12.514786,1600,True,simulated_from_model_type,1377,"A-60, 100 mm",6100_Brandhaner__Koebenhavn
H1378,55.665884,12.514566,1600,True,simulated_from_model_type,1378,"A-60, 100 mm",6100_Brandhaner__Koebenhavn
H1379,55.66439,12.512863,1600,True,simulated_from_model_type,1379,"A-60, 100 mm",6100_Brandhaner__Koebenhavn
H1380,55.707544,12.591005,2000,True,simulated_from_model_type,1380,"unset, 110 mm",6100_Brandhaner__Koebenhavn
H1381,55.676197,12.587353,1600,True,simulated_from_model_type,1381,"A-60, 100 mm",6100_Brandhaner__Koebenhavn
H1382,55.701499,12.580678,1600,True,simulated_from_model_type,1382,"A-60, 100 mm",6100_Brandhaner__Koebenhavn
H1383,55.691653,12.47636,1600,True,simulated_from_model_type,1383,"A-60, 100 mm",6100_Brandhaner__Koebenhavn
H1384,55.694158,12.477576,1600,True,simulated_from_model_type,1384,"A-60, 100 mm",6100_Brandhaner__Koebenhavn
H1385,55.682198,12.558079,2000,True,simulated_from_model_type,1385,"unset, 110 mm",6100_Brandhaner__Koebenhavn
H1386,55.662552,12.51919,2000,True,simulated_from_model_type,1386,"unset, 110 mm",6100_Brandhaner__Koebenhavn
H1387,55.663357,12.51914,2000,True,simulated_from_model_type,1387,"unset, 110 mm",6100_Brandhaner__Koebenhavn
H1388,55.696444,12.574013,1600,True,simulated_from_model_type,1388,"A-60, 100 mm",6100_Brandhaner__Koebenhavn
H1389,55.663347,12.508853,2000,True,simulated_from_model_type,1389,"unset, 110 mm",6100_Brandhaner__Koebenhavn
H1390,55.69121,12.468879,1600,True,simulated_from_model_type,1390,"unset, 100 mm",6100_Brandhaner__Koebenhavn
H1391,55.707731,12.589317,1600,True,simulated_from_model_type,1391,"A-60, 100 mm",6100_Brandhaner__Koebenhavn
H1392,55.708413,12.588876,800,True,simulated_from_model_type,1392,"A-60, unset",6100_Brandhaner__Koebenhavn
H1393,55.670405,12.548517,1600,True,simulated_from_model_type,1393,"A-60, 100 mm",6100_Brandhaner__Koebenhavn
H1394,55.658452,12.553089,2600,True,simulated_from_model_type,1394,"unset, 125 mm",6100_Brandhaner__Koebenhavn
H1395,55.661677,12.550955,800,True,simulated_from_model_type,1395,"unset, Ikke Oplyst",6100_Brandhaner__Koebenhavn
H1396,55.662733,12.554483,800,True,simulated_from_model_type,1396,"unset, Ikke Oplyst",6100_Brandhaner__Koebenhavn
H1397,55.665416,12.56346,800,True,simulated_from_model_type,1397,"unset, Ikke Oplyst",6100_Brandhaner__Koebenhavn
H1398,55.683515,12.565375,1600,True,simulated_from_model_type,1398,"A-60, 100 mm",6100_Brandhaner__Koebenhavn
H1399,55.66383,12.537632,1600,True,simulated_from_model_type,1399,"KV 1916, 100 mm",6100_Brandhaner__Koebenhavn
H1400,55.678598,12.485401,800,True,simulated_from_model_type,1400,"unset, unset",6100_Brandhaner__Koebenhavn
H1401,55.694493,12.538409,1600,True,simulated_from_model_type,1401,"A-60, 100 mm",6100_Brandhaner__Koebenhavn
H1402,55.677085,12.58997,2000,True,simulated_from_model_type,1402,"unset, 110 mm",6100_Brandhaner__Koebenhavn
H1403,55.67894,12.592765,4200,True,simulated_from_model_type,1403,"unset, 160 mm",6100_Brandhaner__Koebenhavn
H1404,55.68543,12.569095,1600,True,simulated_from_model_type,1404,"KV, 100 mm",6100_Brandhaner__Koebenhavn
H1405,55.65862,12.558412,1600,True,simulated_from_model_type,1405,"A-60, 100 mm",6100_Brandhaner__Koebenhavn
H1406,55.688284,12.588041,2000,True,simulated_from_model_type,1406,"A-60, 110 mm",6100_Brandhaner__Koebenhavn
H1407,55.687187,12.588484,1600,True,simulated_from_model_type,1407,"A-60, 100 mm",6100_Brandhaner__Koebenhavn
H1408,55.676757,12.586895,2000,True,simulated_from_model_type,1408,"unset, 110 mm",6100_Brandhaner__Koebenhavn
H1409,55.679617,12.585858,2000,True,simulated_from_model_type,1409,"unset, 110 mm",6100_Brandhaner__Koebenhavn
H1410,55.678116,12.585679,2000,True,simulated_from_model_type,1410,"unset, 110 mm",6100_Brandhaner__Koebenhavn
H1411,55.685807,12.584851,2000,True,simulated_from_model_type,1411,"A-60, 110 mm",6100_Brandhaner__Koebenhavn
H1412,55.718323,12.538183,1600,True,simulated_from_model_type,1412,"A-60, 100 mm",6100_Brandhaner__Koebenhavn
H1413,55.679196,12.566731,1500,True,simulated_from_model_type,1413,"A-60, 90 mm",6100_Brandhaner__Koebenhavn
H1414,55.681025,12.569066,1500,True,simulated_from_model_type,1414,"A-60, 90 mm",6100_Brandhaner__Koebenhavn
H1415,55.681935,12.570238,1600,True,simulated_from_model_type,1415,"A-60, 100 mm",6100_Brandhaner__Koebenhavn
H1416,55.697503,12.547681,1600,True,simulated_from_model_type,1416,"A-60, 100 mm",6100_Brandhaner__Koebenhavn
H1417,55.687422,12.5898,2000,True,simulated_from_model_type,1417,"A-60, 110 mm",6100_Brandhaner__Koebenhavn
H1418,55.687686,12.588813,1600,True,simulated_from_model_type,1418,"A-60, 100 mm",6100_Brandhaner__Koebenhavn
H1419,55.657516,12.48854,800,True,simulated_from_model_type,1419,"unset, unset",6100_Brandhaner__Koebenhavn
H1420,55.713444,12.546707,800,True,simulated_from_model_type,1420,"unset, unset",6100_Brandhaner__Koebenhavn
H1421,55.699435,12.561743,1600,True,simulated_from_model_type,1421,"A-60, 100 mm",6100_Brandhaner__Koebenhavn
H1422,55.651206,12.542065,1600,True,simulated_from_model_type,1422,"A-60, 100 mm",6100_Brandhaner__Koebenhavn
H1423,55.652334,12.54333,1600,True,simulated_from_model_type,1423,"A-60, 100 mm",6100_Brandhaner__Koebenhavn
H1424,55.684053,12.58202,1500,True,simulated_from_model_type,1424,"KVF, 90 mm",6100_Brandhaner__Koebenhavn
H1425,55.683143,12.581249,1500,True,simulated_from_model_type,1425,"KVF, 90 mm",6100_Brandhaner__Koebenhavn
H1426,55.678739,12.584068,2000,True,simulated_from_model_type,1426,"Ikke oplyst, 110 mm",6100_Brandhaner__Koebenhavn
H1427,55.6601,12.498798,1600,True,simulated_from_model_type,1427,"A-60, 100 mm",6100_Brandhaner__Koebenhavn
H1428,55.684647,12.572945,1500,True,simulated_from_model_type,1428,"KVF, 90 mm",6100_Brandhaner__Koebenhavn
H1429,55.645232,12.531384,1600,True,simulated_from_model_type,1429,"A-60, 100 mm",6100_Brandhaner__Koebenhavn
H1430,55.645663,12.535779,1600,True,simulated_from_model_type,1430,"A-60, 100 mm",6100_Brandhaner__Koebenhavn
H1431,55.686717,12.588778,2000,True,simulated_from_model_type,1431,"A-60, 110 mm",6100_Brandhaner__Koebenhavn
H1432,55.687817,12.58421,2000,True,simulated_from_model_type,1432,"A-60, 110 mm",6100_Brandhaner__Koebenhavn
H1433,55.640836,12.505305,1600,True,simulated_from_model_type,1433,"unset, 100 mm",6100_Brandhaner__Koebenhavn
H1434,55.639589,12.506453,1600,True,simulated_from_model_type,1434,"unset, 100 mm",6100_Brandhaner__Koebenhavn
H1435,55.638314,12.506975,1600,True,simulated_from_model_type,1435,"unset, 100 mm",6100_Brandhaner__Koebenhavn
H1436,55.711246,12.556167,1600,True,simulated_from_model_type,1436,"A-60, 100 mm",6100_Brandhaner__Koebenhavn
H1437,55.68362,12.594243,2000,True,simulated_from_model_type,1437,"Ikke oplyst, 110 mm",6100_Brandhaner__Koebenhavn
H1438,55.684743,12.593645,2000,True,simulated_from_model_type,1438,"Ikke oplyst, 110 mm",6100_Brandhaner__Koebenhavn
H1439,55.680314,12.59393,2000,True,simulated_from_model_type,1439,"Hawle, 110 mm",6100_Brandhaner__Koebenhavn
H1440,55.679658,12.590129,2000,True,simulated_from_model_type,1440,"Ikke oplyst, 110 mm",6100_Brandhaner__Koebenhavn
H1441,55.682727,12.594026,2000,True,simulated_from_model_type,1441,"unset, 110 mm",6100_Brandhaner__Koebenhavn
H1442,55.682057,12.59347,2000,True,simulated_from_model_type,1442,"unset, 110 mm",6100_Brandhaner__Koebenhavn
H1443,55.680897,12.593199,2000,True,simulated_from_model_type,1443,"unset, 110 mm",6100_Brandhaner__Koebenhavn
H1444,55.681696,12.591655,2000,True,simulated_from_model_type,1444,"Ikke oplyst, 110 mm",6100_Brandhaner__Koebenhavn
H1445,55.681437,12.592629,2000,True,simulated_from_model_type,1445,"Ikke oplyst, 110 mm",6100_Brandhaner__Koebenhavn
H1446,55.681127,12.58672,2000,True,simulated_from_model_type,1446,"Ikke oplyst, 110 mm",6100_Brandhaner__Koebenhavn
H1447,55.680155,12.584801,2000,True,simulated_from_model_type,1447,"Hawle, 110 mm",6100_Brandhaner__Koebenhavn
H1448,55.687826,12.490601,1600,True,simulated_from_model_type,1448,"A-60, 100 mm",6100_Brandhaner__Koebenhavn
H1449,55.64943,12.550379,2000,True,simulated_from_model_type,1449,"A-60, 110 mm",6100_Brandhaner__Koebenhavn
H1450,55.700318,12.524306,1600,True,simulated_from_model_type,1450,"A-60, 100 mm",6100_Brandhaner__Koebenhavn
H1451,55.689804,12.588315,1600,True,simulated_from_model_type,1451,"A-60, 100 mm",6100_Brandhaner__Koebenhavn
H1452,55.685778,12.587091,1600,True,simulated_from_model_type,1452,"A-60, 100 mm",6100_Brandhaner__Koebenhavn
H1453,55.689577,12.590161,1600,True,simulated_from_model_type,1453,"A-60, 100 mm",6100_Brandhaner__Koebenhavn
H1454,55.690123,12.589491,1600,True,simulated_from_model_type,1454,"Hawle, 100 mm",6100_Brandhaner__Koebenhavn
H1455,55.709508,12.559027,1600,True,simulated_from_model_type,1455,"A-60, 100 mm",6100_Brandhaner__Koebenhavn
H1456,55.643572,12.539432,800,True,simulated_from_model_type,1456,"unset, unset",6100_Brandhaner__Koebenhavn
H1457,55.659421,12.548741,1600,True,simulated_from_model_type,1457,"A-60, 100 mm",6100_Brandhaner__Koebenhavn
H1458,55.664555,12.509003,2000,True,simulated_from_model_type,1458,"unset, 110 mm",6100_Brandhaner__Koebenhavn
H1459,55.686256,12.585489,1600,True,simulated_from_model_type,1459,"A-60, 100 mm",6100_Brandhaner__Koebenhavn
H1460,55.687516,12.585908,1500,True,simulated_from_model_type,1460,"A-60, 90 mm",6100_Brandhaner__Koebenhavn
H1461,55.704843,12.584314,1600,True,simulated_from_model_type,1461,"A-60, 100 mm",6100_Brandhaner__Koebenhavn
H1463,55.7145,12.568999,1600,True,simulated_from_model_type,1463,"A-60, 100 mm",6100_Brandhaner__Koebenhavn
H1464,55.688279,12.590071,1600,True,simulated_from_model_type,1464,"A-60, 100 mm",6100_Brandhaner__Koebenhavn
H1465,55.687564,12.590974,1600,True,simulated_from_model_type,1465,"A-60, 100 mm",6100_Brandhaner__Koebenhavn
H1466,55.694624,12.550539,1600,True,simulated_from_model_type,1466,"A-60, 100 mm",6100_Brandhaner__Koebenhavn
H1467,55.686743,12.490687,1600,True,simulated_from_model_type,1467,"A-60, 100 mm",6100_Brandhaner__Koebenhavn
H1468,55.654572,12.557997,1600,True,simulated_from_model_type,1468,"A-60, 100 mm",6100_Brandhaner__Koebenhavn
H1469,55.700656,12.577205,1600,True,simulated_from_model_type,1469,"A-60, 100 mm",6100_Brandhaner__Koebenhavn
H1470,55.649169,12.501752,1600,True,simulated_from_model_type,1470,"A-60, 100 mm",6100_Brandhaner__Koebenhavn
H1471,55.68396,12.575559,600,True,simulated_from_model_type,1471,"KV, 50 mm",6100_Brandhaner__Koebenhavn
H1472,55.682875,12.574762,1600,True,simulated_from_model_type,1472,"A-60, 100 mm",6100_Brandhaner__Koebenhavn
H1473,55.682924,12.579521,600,True,simulated_from_model_type,1473,"KV, 50 mm",6100_Brandhaner__Koebenhavn
H1474,55.683124,12.573457,1600,True,simulated_from_model_type,1474,"A-60, 100 mm",6100_Brandhaner__Koebenhavn
H1475,55.6836,12.57696,600,True,simulated_from_model_type,1475,"KV, 50 mm",6100_Brandhaner__Koebenhavn
H1476,55.680366,12.563885,1600,True,simulated_from_model_type,1476,"A-60, 100 mm",6100_Brandhaner__Koebenhavn
H1477,55.681285,12.564572,1600,True,simulated_from_model_type,1477,"A-60, 100 mm",6100_Brandhaner__Koebenhavn
H1478,55.695908,12.572911,1600,True,simulated_from_model_type,1478,"A-60, 100 mm",6100_Brandhaner__Koebenhavn
H1479,55.682043,12.565139,1600,True,simulated_from_model_type,1479,"A-60, 100 mm",6100_Brandhaner__Koebenhavn
H1480,55.682762,12.565714,1600,True,simulated_from_model_type,1480,"A-60, 100 mm",6100_Brandhaner__Koebenhavn
H1481,55.683506,12.56639,1600,True,simulated_from_model_type,1481,"A-60, 100 mm",6100_Brandhaner__Koebenhavn
H1482,55.68323,12.571027,1600,True,simulated_from_model_type,1482,"A-60, 100 mm",6100_Brandhaner__Koebenhavn
H1483,55.683796,12.571964,1600,True,simulated_from_model_type,1483,"A-60, 100 mm",6100_Brandhaner__Koebenhavn
H1484,55.682434,12.569901,1600,True,simulated_from_model_type,1484,"A-60, 100 mm",6100_Brandhaner__Koebenhavn
H1485,55.685262,12.570592,1600,True,simulated_from_model_type,1485,"A-60, 100 mm",6100_Brandhaner__Koebenhavn
H1486,55.680952,12.561214,1600,True,simulated_from_model_type,1486,"A-60, 100 mm",6100_Brandhaner__Koebenhavn
H1487,55.701241,12.55047,2000,True,simulated_from_model_type,1487,"KVF, 110 mm",6100_Brandhaner__Koebenhavn
H1488,55.700575,12.549302,2000,True,simulated_from_model_type,1488,"KVF, 110 mm",6100_Brandhaner__Koebenhavn
H1489,55.684725,12.567753,1600,True,simulated_from_model_type,1489,"A-60, 100 mm",6100_Brandhaner__Koebenhavn
H1490,55.664621,12.565228,1600,True,simulated_from_model_type,1490,"KV 1916, 100 mm",6100_Brandhaner__Koebenhavn
H1491,55.662952,12.550124,1600,True,simulated_from_model_type,1491,"KV 1916, 100 mm",6100_Brandhaner__Koebenhavn
H1492,55.713773,12.597809,1600,True,simulated_from_model_type,1492,"KV 1916, 100 mm",6100_Brandhaner__Koebenhavn
H1493,55.682594,12.569017,800,True,simulated_from_model_type,1493,"KV, unset",6100_Brandhaner__Koebenhavn
H1494,55.683681,12.570348,1600,True,simulated_from_model_type,1494,"A-60, 100 mm",6100_Brandhaner__Koebenhavn
H1495,55.684614,12.571494,1600,True,simulated_from_model_type,1495,"A-60, 100 mm",6100_Brandhaner__Koebenhavn
H1496,55.683125,12.569666,1600,True,simulated_from_model_type,1496,"A-60, 100 mm",6100_Brandhaner__Koebenhavn
