Hydrant,Latitude,Longitude,Capacity_L_min,Available,Capacity_source,Public_hydrant_object_id,Model_type,Location_source
H2766,55.654657,12.543812,800,True,simulated_from_model_type,2766,"unset, unset",6100_Brandhaner__Koebenhavn
H2767,55.655353,12.543356,800,True,simulated_from_model_type,2767,"unset, unset",6100_Brandhaner__Koebenhavn
H2768,55.651605,12.535105,800,True,simulated_from_model_type,2768,"unset, unset",6100_Brandhaner__Koebenhavn
H2769,55.6511,12.53063,800,True,simulated_from_model_type,2769,"unset, unset",6100_Brandhaner__Koebenhavn
H2770,55.652786,12.545465,800,True,simulated_from_model_type,2770,"unset, unset",6100_Brandhaner__Koebenhavn
H2771,55.654089,12.548009,800,True,simulated_from_model_type,2771,"unset, unset",6100_Brandhaner__Koebenhavn
H2772,55.653284,12.547686,800,True,simulated_from_model_type,2772,"unset, unset",6100_Brandhaner__Koebenhavn
H2773,55.668577,12.480194,1600,True,simulated_from_model_type,2773,"unset, 100 mm",6100_Brandhaner__Koebenhavn
H2774,55.656219,12.545923,800,True,simulated_from_model_type,2774,"unset, unset",6100_Brandhaner__Koebenhavn
H2775,55.655951,12.526106,800,True,simulated_from_model_type,2775,"unset, unset",6100_Brandhaner__Koebenhavn
H2776,55.653974,12.550757,800,True,simulated_from_model_type,2776,"unset, unset",6100_Brandhaner__Koebenhavn
H2777,55.655138,12.526341,1500,True,simulated_from_model_type,2777,"unset, 90 mm",6100_Brandhaner__Koebenhavn
H2778,55.653218,12.549891,800,True,simulated_from_model_type,2778,"unset, unset",6100_Brandhaner__Koebenhavn
H2779,55.653017,12.526953,1500,True,simulated_from_model_type,2779,"unset, 90 mm",6100_Brandhaner__Koebenhavn
H2780,55.652499,12.546864,800,True,simulated_from_model_type,2780,"unset, unset",6100_Brandhaner__Koebenhavn
H2781,55.666426,12.480089,800,True,simulated_from_model_type,2781,"unset, unset",6100_Brandhaner__Koebenhavn
H2782,55.652367,12.550386,800,True,simulated_from_model_type,2782,"unset, unset",6100_Brandhaner__Koebenhavn
H2783,55.667826,12.481631,800,True,simulated_from_model_type,2783,"unset, unset",6100_Brandhaner__Koebenhavn
H2784,55.664002,12.513724,800,True,simulated_from_model_type,2784,"unset, unset",6100_Brandhaner__Koebenhavn
H2785,55.649548,12.551276,800,True,simulated_from_model_type,2785,"unset, unset",6100_Brandhaner__Koebenhavn
H2786,55.651206,12.552697,800,True,simulated_from_model_type,2786,"unset, unset",6100_Brandhaner__Koebenhavn
H2787,55.666214,12.481478,1600,True,simulated_from_model_type,2787,"unset, 100 mm",6100_Brandhaner__Koebenhavn
H2788,55.651714,12.552248,800,True,simulated_from_model_type,2788,"unset, unset",6100_Brandhaner__Koebenhavn
H2789,55.650312,12.52682,800,True,simulated_from_model_type,2789,"unset, unset",6100_Brandhaner__Koebenhavn
H2790,55.650528,12.528948,800,True,simulated_from_model_type,2790,"unset, unset",6100_Brandhaner__Koebenhavn
H2791,55.667087,12.483558,1600,True,simulated_from_model_type,2791,"unset, 100 mm",6100_Brandhaner__Koebenhavn
H2792,55.65075,12.554924,800,True,simulated_from_model_type,2792,"unset, unset",6100_Brandhaner__Koebenhavn
H2793,55.649714,12.527373,800,True,simulated_from_model_type,2793,"unset, unset",6100_Brandhaner__Koebenhavn
H2794,55.667253,12.486869,1600,True,simulated_from_model_type,2794,"unset, 100 mm",6100_Brandhaner__Koebenhavn
H2795,55.666117,12.485398,800,True,simulated_from_model_type,2795,"unset, unset",6100_Brandhaner__Koebenhavn
H2796,55.649521,12.529528,800,True,simulated_from_model_type,2796,"unset, unset",6100_Brandhaner__Koebenhavn
H2797,55.667693,12.485685,1600,True,simulated_from_model_type,2797,"unset, 100 mm",6100_Brandhaner__Koebenhavn
H2798,55.692539,12.538838,800,True,simulated_from_model_type,2798,"unset, unset",6100_Brandhaner__Koebenhavn
H2799,55.693577,12.538502,800,True,simulated_from_model_type,2799,"unset, unset",6100_Brandhaner__Koebenhavn
H2800,55.693045,12.541281,800,True,simulated_from_model_type,2800,"unset, unset",6100_Brandhaner__Koebenhavn
H2801,55.693634,12.540122,800,True,simulated_from_model_type,2801,"unset, unset",6100_Brandhaner__Koebenhavn
H2802,55.693027,12.53829,800,True,simulated_from_model_type,2802,"unset, unset",6100_Brandhaner__Koebenhavn
H2803,55.731476,12.564451,800,True,simulated_from_model_type,2803,"unset, unset",6100_Brandhaner__Koebenhavn
H2804,55.706189,12.54705,800,True,simulated_from_model_type,2804,"unset, unset",6100_Brandhaner__Koebenhavn
H2805,55.705605,12.546741,800,True,simulated_from_model_type,2805,"unset, unset",6100_Brandhaner__Koebenhavn
H2806,55.729671,12.563841,800,True,simulated_from_model_type,2806,"unset, unset",6100_Brandhaner__Koebenhavn
H2807,55.6945,12.539641,800,True,simulated_from_model_type,2807,"unset, unset",6100_Brandhaner__Koebenhavn
H2808,55.695376,12.539602,800,True,simulated_from_model_type,2808,"unset, unset",6100_Brandhaner__Koebenhavn
H2809,55.728917,12.565711,800,True,simulated_from_model_type,2809,"unset, unset",6100_Brandhaner__Koebenhavn
H2810,55.727809,12.566953,800,True,simulated_from_model_type,2810,"unset, unset",6100_Brandhaner__Koebenhavn
H2811,55.729979,12.56535,800,True,simulated_from_model_type,2811,"unset, unset",6100_Brandhaner__Koebenhavn
H2812,55.731153,12.565969,800,True,simulated_from_model_type,2812,"unset, unset",6100_Brandhaner__Koebenhavn
H2813,55.72793,12.565057,800,True,simulated_from_model_type,2813,"unset, unset",6100_Brandhaner__Koebenhavn
H2814,55.729979,12.568525,800,True,simulated_from_model_type,2814,"unset, unset",6100_Brandhaner__Koebenhavn
H2815,55.70414,12.545972,800,True,simulated_from_model_type,2815,"unset, unset",6100_Brandhaner__Koebenhavn
H2816,55.728423,12.571105,800,True,simulated_from_model_type,2816,"unset, unset",6100_Brandhaner__Koebenhavn
H2817,55.728896,12.568921,800,True,simulated_from_model_type,2817,"unset, unset",6100_Brandhaner__Koebenhavn
H2818,55.729126,12.572292,800,True,simulated_from_model_type,2818,"unset, unset",6100_Brandhaner__Koebenhavn
H2819,55.729444,12.569961,800,True,simulated_from_model_type,2819,"unset, unset",6100_Brandhaner__Koebenhavn
H2820,55.705243,12.544001,800,True,simulated_from_model_type,2820,"unset, unset",6100_Brandhaner__Koebenhavn
H2821,55.729311,12.57377,800,True,simulated_from_model_type,2821,"unset, unset",6100_Brandhaner__Koebenhavn
H2822,55.728661,12.575944,800,True,simulated_from_model_type,2822,"unset, unset",6100_Brandhaner__Koebenhavn
H2823,55.727818,12.575521,800,True,simulated_from_model_type,2823,"unset, unset",6100_Brandhaner__Koebenhavn
H2824,55.728127,12.573268,800,True,simulated_from_model_type,2824,"unset, unset",6100_Brandhaner__Koebenhavn
H2825,55.690616,12.538153,800,True,simulated_from_model_type,2825,"unset, unset",6100_Brandhaner__Koebenhavn
H2826,55.690979,12.538839,800,True,simulated_from_model_type,2826,"unset, unset",6100_Brandhaner__Koebenhavn
H2827,55.69143,12.539674,800,True,simulated_from_model_type,2827,"unset, unset",6100_Brandhaner__Koebenhavn
H2828,55.692063,12.540305,800,True,simulated_from_model_type,2828,"unset, unset",6100_Brandhaner__Koebenhavn
H2829,55.690546,12.540202,800,True,simulated_from_model_type,2829,"unset, unset",6100_Brandhaner__Koebenhavn
H2830,55.691032,12.541348,800,True,simulated_from_model_type,2830,"unset, unset",6100_Brandhaner__Koebenhavn
H2831,55.705024,12.543834,800,True,simulated_from_model_type,2831,"unset, unset",6100_Brandhaner__Koebenhavn
H2832,55.689941,12.539026,800,True,simulated_from_model_type,2832,"unset, unset",6100_Brandhaner__Koebenhavn
H2833,55.689277,12.539982,800,True,simulated_from_model_type,2833,"unset, unset",6100_Brandhaner__Koebenhavn
H2834,55.689801,12.541315,800,True,simulated_from_model_type,2834,"unset, unset",6100_Brandhaner__Koebenhavn
H2835,55.704308,12.542642,1600,True,simulated_from_model_type,2835,"unset, 100 mm",6100_Brandhaner__Koebenhavn
H2836,55.703597,12.542275,1600,True,simulated_from_model_type,2836,"unset, 100 mm",6100_Brandhaner__Koebenhavn
H2837,55.704797,12.545576,800,True,simulated_from_model_type,2837,"unset, unset",6100_Brandhaner__Koebenhavn
H2838,55.706973,12.545122,800,True,simulated_from_model_type,2838,"unset, unset",6100_Brandhaner__Koebenhavn
H2839,55.700551,12.54805,800,True,simulated_from_model_type,2839,"unset, unset",6100_Brandhaner__Koebenhavn
H2840,55.706071,12.538451,800,True,simulated_from_model_type,2840,"unset, unset",6100_Brandhaner__Koebenhavn
H2841,55.701151,12.549092,800,True,simulated_from_model_type,2841,"unset, unset",6100_Brandhaner__Koebenhavn
H2842,55.724659,12.563086,800,True,simulated_from_model_type,2842,"unset, unset",6100_Brandhaner__Koebenhavn
H2843,55.724672,12.561585,800,True,simulated_from_model_type,2843,"unset, unset",6100_Brandhaner__Koebenhavn
H2844,55.725522,12.562483,800,True,simulated_from_model_type,2844,"unset, unset",6100_Brandhaner__Koebenhavn
H2845,55.726641,12.562825,800,True,simulated_from_model_type,2845,"unset, unset",6100_Brandhaner__Koebenhavn
H2846,55.699654,12.550318,800,True,simulated_from_model_type,2846,"unset, unset",6100_Brandhaner__Koebenhavn
H2847,55.727639,12.568916,800,True,simulated_from_model_type,2847,"unset, unset",6100_Brandhaner__Koebenhavn
H2848,55.727125,12.570726,800,True,simulated_from_model_type,2848,"unset, unset",6100_Brandhaner__Koebenhavn
H2849,55.726936,12.572467,800,True,simulated_from_model_type,2849,"unset, unset",6100_Brandhaner__Koebenhavn
H2850,55.712079,12.556969,800,True,simulated_from_model_type,2850,"unset, unset",6100_Brandhaner__Koebenhavn
H2851,55.726344,12.569201,800,True,simulated_from_model_type,2851,"unset, unset",6100_Brandhaner__Koebenhavn
H2852,55.692143,12.537383,800,True,simulated_from_model_type,2852,"unset, unset",6100_Brandhaner__Koebenhavn
H2853,55.725124,12.56961,800,True,simulated_from_model_type,2853,"unset, unset",6100_Brandhaner__Koebenhavn
H2854,55.72452,12.571569,800,True,simulated_from_model_type,2854,"unset, unset",6100_Brandhaner__Koebenhavn
H2855,55.725821,12.570695,800,True,simulated_from_model_type,2855,"unset, unset",6100_Brandhaner__Koebenhavn
H2856,55.725319,12.572672,800,True,simulated_from_model_type,2856,"unset, unset",6100_Brandhaner__Koebenhavn
H2857,55.711727,12.557337,800,True,simulated_from_model_type,2857,"unset, unset",6100_Brandhaner__Koebenhavn
H2858,55.710452,12.556598,1600,True,simulated_from_model_type,2858,"unset, 100 mm",6100_Brandhaner__Koebenhavn
H2859,55.692662,12.536488,800,True,simulated_from_model_type,2859,"unset, unset",6100_Brandhaner__Koebenhavn
H2860,55.693911,12.548175,800,True,simulated_from_model_type,2860,"unset, unset",6100_Brandhaner__Koebenhavn
H2861,55.71298,12.547859,800,True,simulated_from_model_type,2861,"unset, unset",6100_Brandhaner__Koebenhavn
H2862,55.700102,12.551152,800,True,simulated_from_model_type,2862,"unset, unset",6100_Brandhaner__Koebenhavn
H2863,55.691185,12.544965,800,True,simulated_from_model_type,2863,"unset, unset",6100_Brandhaner__Koebenhavn
H2864,55.692414,12.543333,800,True,simulated_from_model_type,2864,"unset, unset",6100_Brandhaner__Koebenhavn
H2865,55.712862,12.550525,800,True,simulated_from_model_type,2865,"unset, unset",6100_Brandhaner__Koebenhavn
H2866,55.69173,12.544235,800,True,simulated_from_model_type,2866,"unset, unset",6100_Brandhaner__Koebenhavn
H2867,55.701715,12.550082,800,True,simulated_from_model_type,2867,"unset, unset",6100_Brandhaner__Koebenhavn
H2868,55.691155,12.54374,800,True,simulated_from_model_type,2868,"unset, unset",6100_Brandhaner__Koebenhavn
H2869,55.692084,12.543177,800,True,simulated_from_model_type,2869,"unset, unset",6100_Brandhaner__Koebenhavn
H2870,55.726334,12.576157,800,True,simulated_from_model_type,2870,"unset, unset",6100_Brandhaner__Koebenhavn
H2871,55.725178,12.575868,800,True,simulated_from_model_type,2871,"unset, unset",6100_Brandhaner__Koebenhavn
H2872,55.725645,12.576523,800,True,simulated_from_model_type,2872,"unset, unset",6100_Brandhaner__Koebenhavn
H2873,55.72474,12.576849,800,True,simulated_from_model_type,2873,"unset, unset",6100_Brandhaner__Koebenhavn
H2874,55.724117,12.57431,800,True,simulated_from_model_type,2874,"unset, unset",6100_Brandhaner__Koebenhavn
H2875,55.692105,12.544667,800,True,simulated_from_model_type,2875,"unset, unset",6100_Brandhaner__Koebenhavn
H2876,55.725618,12.574185,800,True,simulated_from_model_type,2876,"unset, unset",6100_Brandhaner__Koebenhavn
H2877,55.692797,12.543702,800,True,simulated_from_model_type,2877,"unset, unset",6100_Brandhaner__Koebenhavn
H2878,55.693662,12.542491,800,True,simulated_from_model_type,2878,"unset, unset",6100_Brandhaner__Koebenhavn
H2879,55.698906,12.55433,800,True,simulated_from_model_type,2879,"unset, unset",6100_Brandhaner__Koebenhavn
H2880,55.698427,12.55543,800,True,simulated_from_model_type,2880,"unset, unset",6100_Brandhaner__Koebenhavn
H2881,55.698021,12.554054,800,True,simulated_from_model_type,2881,"unset, unset",6100_Brandhaner__Koebenhavn
H2882,55.691698,12.54568,800,True,simulated_from_model_type,2882,"unset, unset",6100_Brandhaner__Koebenhavn
H2883,55.723333,12.561434,800,True,simulated_from_model_type,2883,"unset, unset",6100_Brandhaner__Koebenhavn
H2884,55.722292,12.561683,800,True,simulated_from_model_type,2884,"unset, unset",6100_Brandhaner__Koebenhavn
H2885,55.692528,12.545166,800,True,simulated_from_model_type,2885,"unset, unset",6100_Brandhaner__Koebenhavn
H2886,55.721499,12.560645,800,True,simulated_from_model_type,2886,"unset, unset",6100_Brandhaner__Koebenhavn
H2887,55.721181,12.559169,800,True,simulated_from_model_type,2887,"unset, unset",6100_Brandhaner__Koebenhavn
H2888,55.722221,12.5595,800,True,simulated_from_model_type,2888,"unset, unset",6100_Brandhaner__Koebenhavn
H2889,55.693163,12.544218,800,True,simulated_from_model_type,2889,"unset, unset",6100_Brandhaner__Koebenhavn
H2890,55.697455,12.551677,800,True,simulated_from_model_type,2890,"unset, unset",6100_Brandhaner__Koebenhavn
H2891,55.722165,12.563164,800,True,simulated_from_model_type,2891,"unset, unset",6100_Brandhaner__Koebenhavn
H2892,55.723605,12.56326,800,True,simulated_from_model_type,2892,"unset, unset",6100_Brandhaner__Koebenhavn
H2893,55.697948,12.550401,800,True,simulated_from_model_type,2893,"unset, unset",6100_Brandhaner__Koebenhavn
H2894,55.693967,12.543142,800,True,simulated_from_model_type,2894,"unset, unset",6100_Brandhaner__Koebenhavn
H2895,55.697998,12.55183,800,True,simulated_from_model_type,2895,"unset, unset",6100_Brandhaner__Koebenhavn
H2896,55.698601,12.550771,800,True,simulated_from_model_type,2896,"unset, unset",6100_Brandhaner__Koebenhavn
H2897,55.698546,12.552107,800,True,simulated_from_model_type,2897,"unset, unset",6100_Brandhaner__Koebenhavn
H2898,55.698995,12.551788,800,True,simulated_from_model_type,2898,"unset, unset",6100_Brandhaner__Koebenhavn
H2899,55.692476,12.546448,800,True,simulated_from_model_type,2899,"unset, unset",6100_Brandhaner__Koebenhavn
H2900,55.693291,12.545265,800,True,simulated_from_model_type,2900,"unset, unset",6100_Brandhaner__Koebenhavn
H2901,55.699417,12.554344,800,True,simulated_from_model_type,2901,"unset, unset",6100_Brandhaner__Koebenhavn
H2902,55.699849,12.554835,800,True,simulated_from_model_type,2902,"unset, unset",6100_Brandhaner__Koebenhavn
H2903,55.694609,12.543365,800,True,simulated_from_model_type,2903,"unset, unset",6100_Brandhaner__Koebenhavn
H2904,55.720137,12.572539,800,True,simulated_from_model_type,2904,"unset, unset",6100_Brandhaner__Koebenhavn
H2905,55.719252,12.576784,800,True,simulated_from_model_type,2905,"unset, unset",6100_Brandhaner__Koebenhavn
H2906,55.717579,12.576979,800,True,simulated_from_model_type,2906,"unset, unset",6100_Brandhaner__Koebenhavn
H2907,55.693977,12.544278,800,True,simulated_from_model_type,2907,"unset, unset",6100_Brandhaner__Koebenhavn
H2908,55.719205,12.575055,800,True,simulated_from_model_type,2908,"unset, unset",6100_Brandhaner__Koebenhavn
H2909,55.718337,12.571881,800,True,simulated_from_model_type,2909,"unset, unset",6100_Brandhaner__Koebenhavn
H2910,55.713708,12.561391,800,True,simulated_from_model_type,2910,"unset, unset",6100_Brandhaner__Koebenhavn
H2911,55.717538,12.571261,800,True,simulated_from_model_type,2911,"unset, unset",6100_Brandhaner__Koebenhavn
H2912,55.718778,12.57346,800,True,simulated_from_model_type,2912,"unset, unset",6100_Brandhaner__Koebenhavn
H2913,55.711482,12.569602,800,True,simulated_from_model_type,2913,"unset, unset",6100_Brandhaner__Koebenhavn
H2914,55.717818,12.57487,800,True,simulated_from_model_type,2914,"unset, unset",6100_Brandhaner__Koebenhavn
H2915,55.713859,12.559752,800,True,simulated_from_model_type,2915,"unset, unset",6100_Brandhaner__Koebenhavn
H2916,55.717697,12.572724,800,True,simulated_from_model_type,2916,"unset, unset",6100_Brandhaner__Koebenhavn
H2917,55.694384,12.544971,800,True,simulated_from_model_type,2917,"unset, unset",6100_Brandhaner__Koebenhavn
H2918,55.720178,12.577367,800,True,simulated_from_model_type,2918,"unset, unset",6100_Brandhaner__Koebenhavn
H2919,55.715618,12.560942,800,True,simulated_from_model_type,2919,"unset, unset",6100_Brandhaner__Koebenhavn
H2920,55.695315,12.543513,800,True,simulated_from_model_type,2920,"unset, unset",6100_Brandhaner__Koebenhavn
H2921,55.716805,12.577569,800,True,simulated_from_model_type,2921,"unset, unset",6100_Brandhaner__Koebenhavn
H2922,55.71837,12.577366,800,True,simulated_from_model_type,2922,"unset, unset",6100_Brandhaner__Koebenhavn
H2923,55.717725,12.581027,800,True,simulated_from_model_type,2923,"unset, unset",6100_Brandhaner__Koebenhavn
H2924,55.714783,12.561025,800,True,simulated_from_model_type,2924,"unset, unset",6100_Brandhaner__Koebenhavn
H2925,55.721631,12.57156,800,True,simulated_from_model_type,2925,"unset, unset",6100_Brandhaner__Koebenhavn
H2926,55.711784,12.571494,800,True,simulated_from_model_type,2926,"unset, unset",6100_Brandhaner__Koebenhavn
H2927,55.722786,12.570914,800,True,simulated_from_model_type,2927,"unset, unset",6100_Brandhaner__Koebenhavn
H2928,55.723385,12.572523,800,True,simulated_from_model_type,2928,"unset, unset",6100_Brandhaner__Koebenhavn
H2929,55.724033,12.57023,800,True,simulated_from_model_type,2929,"unset, unset",6100_Brandhaner__Koebenhavn
H2930,55.717489,12.578696,800,True,simulated_from_model_type,2930,"unset, unset",6100_Brandhaner__Koebenhavn
H2931,55.711903,12.572421,800,True,simulated_from_model_type,2931,"unset, unset",6100_Brandhaner__Koebenhavn
H2932,55.71558,12.558951,800,True,simulated_from_model_type,2932,"unset, unset",6100_Brandhaner__Koebenhavn
H2933,55.693171,12.547344,800,True,simulated_from_model_type,2933,"unset, unset",6100_Brandhaner__Koebenhavn
H2934,55.719039,12.580707,800,True,simulated_from_model_type,2934,"unset, unset",6100_Brandhaner__Koebenhavn
H2935,55.695413,12.544609,800,True,simulated_from_model_type,2935,"unset, unset",6100_Brandhaner__Koebenhavn
H2936,55.711379,12.571377,800,True,simulated_from_model_type,2936,"unset, unset",6100_Brandhaner__Koebenhavn
H2937,55.710893,12.571547,800,True,simulated_from_model_type,2937,"unset, unset",6100_Brandhaner__Koebenhavn
H2938,55.695414,12.545924,800,True,simulated_from_model_type,2938,"unset, unset",6100_Brandhaner__Koebenhavn
H2939,55.694312,12.54648,800,True,simulated_from_model_type,2939,"unset, unset",6100_Brandhaner__Koebenhavn
H2940,55.722971,12.574463,800,True,simulated_from_model_type,2940,"unset, unset",6100_Brandhaner__Koebenhavn
H2941,55.721792,12.574661,800,True,simulated_from_model_type,2941,"unset, unset",6100_Brandhaner__Koebenhavn
H2942,55.720476,12.574872,800,True,simulated_from_model_type,2942,"unset, unset",6100_Brandhaner__Koebenhavn
H2943,55.72117,12.572853,800,True,simulated_from_model_type,2943,"unset, unset",6100_Brandhaner__Koebenhavn
H2944,55.71353,12.565032,800,True,simulated_from_model_type,2944,"unset, unset",6100_Brandhaner__Koebenhavn
H2945,55.722521,12.572978,800,True,simulated_from_model_type,2945,"unset, unset",6100_Brandhaner__Koebenhavn
H2946,55.722607,12.576572,800,True,simulated_from_model_type,2946,"unset, unset",6100_Brandhaner__Koebenhavn
H2947,55.694998,12.546541,800,True,simulated_from_model_type,2947,"unset, unset",6100_Brandhaner__Koebenhavn
H2948,55.723095,12.577394,800,True,simulated_from_model_type,2948,"unset, unset",6100_Brandhaner__Koebenhavn
H2949,55.723407,12.576527,800,True,simulated_from_model_type,2949,"unset, unset",6100_Brandhaner__Koebenhavn
H2950,55.723922,12.577125,800,True,simulated_from_model_type,2950,"unset, unset",6100_Brandhaner__Koebenhavn
H2951,55.72105,12.576992,800,True,simulated_from_model_type,2951,"unset, unset",6100_Brandhaner__Koebenhavn
H2952,55.714227,12.563011,800,True,simulated_from_model_type,2952,"unset, unset",6100_Brandhaner__Koebenhavn
H2953,55.721729,12.57794,800,True,simulated_from_model_type,2953,"unset, unset",6100_Brandhaner__Koebenhavn
H2954,55.721739,12.580027,800,True,simulated_from_model_type,2954,"unset, unset",6100_Brandhaner__Koebenhavn
H2955,55.691564,12.542426,800,True,simulated_from_model_type,2955,"unset, unset",6100_Brandhaner__Koebenhavn
H2956,55.715523,12.564711,800,True,simulated_from_model_type,2956,"unset, unset",6100_Brandhaner__Koebenhavn
H2957,55.693303,12.542376,800,True,simulated_from_model_type,2957,"unset, unset",6100_Brandhaner__Koebenhavn
H2958,55.71016,12.566252,800,True,simulated_from_model_type,2958,"unset, unset",6100_Brandhaner__Koebenhavn
H2959,55.71028,12.565028,800,True,simulated_from_model_type,2959,"unset, unset",6100_Brandhaner__Koebenhavn
H2960,55.711748,12.566393,800,True,simulated_from_model_type,2960,"unset, unset",6100_Brandhaner__Koebenhavn
H2961,55.710813,12.565633,800,True,simulated_from_model_type,2961,"unset, unset",6100_Brandhaner__Koebenhavn
H2962,55.711059,12.564545,800,True,simulated_from_model_type,2962,"unset, unset",6100_Brandhaner__Koebenhavn
H2963,55.712016,12.565048,800,True,simulated_from_model_type,2963,"unset, unset",6100_Brandhaner__Koebenhavn
H2964,55.711675,12.563458,800,True,simulated_from_model_type,2964,"unset, unset",6100_Brandhaner__Koebenhavn
H2965,55.711126,12.5725,800,True,simulated_from_model_type,2965,"unset, unset",6100_Brandhaner__Koebenhavn
H2966,55.718414,12.557444,800,True,simulated_from_model_type,2966,"unset, unset",6100_Brandhaner__Koebenhavn
H2967,55.712497,12.563713,800,True,simulated_from_model_type,2967,"unset, unset",6100_Brandhaner__Koebenhavn
H2968,55.719205,12.55801,800,True,simulated_from_model_type,2968,"unset, unset",6100_Brandhaner__Koebenhavn
H2969,55.713223,12.565985,800,True,simulated_from_model_type,2969,"unset, unset",6100_Brandhaner__Koebenhavn
H2970,55.719885,12.558772,800,True,simulated_from_model_type,2970,"unset, unset",6100_Brandhaner__Koebenhavn
H2971,55.720538,12.55952,800,True,simulated_from_model_type,2971,"unset, unset",6100_Brandhaner__Koebenhavn
H2972,55.719629,12.560815,800,True,simulated_from_model_type,2972,"unset, unset",6100_Brandhaner__Koebenhavn
H2973,55.712651,12.567287,800,True,simulated_from_model_type,2973,"unset, unset",6100_Brandhaner__Koebenhavn
H2974,55.710196,12.572656,800,True,simulated_from_model_type,2974,"unset, unset",6100_Brandhaner__Koebenhavn
H2975,55.721049,12.558068,800,True,simulated_from_model_type,2975,"unset, unset",6100_Brandhaner__Koebenhavn
H2976,55.709506,12.565764,800,True,simulated_from_model_type,2976,"unset, unset",6100_Brandhaner__Koebenhavn
H2977,55.709239,12.564635,800,True,simulated_from_model_type,2977,"unset, unset",6100_Brandhaner__Koebenhavn
H2978,55.711089,12.562679,800,True,simulated_from_model_type,2978,"unset, unset",6100_Brandhaner__Koebenhavn
H2979,55.708418,12.564745,800,True,simulated_from_model_type,2979,"unset, unset",6100_Brandhaner__Koebenhavn
H2980,55.708689,12.566109,800,True,simulated_from_model_type,2980,"unset, unset",6100_Brandhaner__Koebenhavn
H2981,55.708042,12.56299,800,True,simulated_from_model_type,2981,"unset, unset",6100_Brandhaner__Koebenhavn
H2982,55.707166,12.56607,800,True,simulated_from_model_type,2982,"unset, unset",6100_Brandhaner__Koebenhavn
H2983,55.706889,12.564565,800,True,simulated_from_model_type,2983,"unset, unset",6100_Brandhaner__Koebenhavn
H2984,55.706549,12.561525,800,True,simulated_from_model_type,2984,"unset, unset",6100_Brandhaner__Koebenhavn
H2985,55.709747,12.572003,800,True,simulated_from_model_type,2985,"unset, unset",6100_Brandhaner__Koebenhavn
H2986,55.706387,12.558153,800,True,simulated_from_model_type,2986,"unset, unset",6100_Brandhaner__Koebenhavn
H2987,55.707067,12.559418,800,True,simulated_from_model_type,2987,"unset, unset",6100_Brandhaner__Koebenhavn
H2988,55.7107,12.570519,800,True,simulated_from_model_type,2988,"unset, unset",6100_Brandhaner__Koebenhavn
H2989,55.70742,12.558074,800,True,simulated_from_model_type,2989,"unset, unset",6100_Brandhaner__Koebenhavn
H2990,55.709754,12.570767,800,True,simulated_from_model_type,2990,"unset, unset",6100_Brandhaner__Koebenhavn
H2991,55.707945,12.560349,800,True,simulated_from_model_type,2991,"unset, unset",6100_Brandhaner__Koebenhavn
H2992,55.70845,12.560998,800,True,simulated_from_model_type,2992,"unset, unset",6100_Brandhaner__Koebenhavn
H2993,55.709929,12.560374,800,True,simulated_from_model_type,2993,"unset, unset",6100_Brandhaner__Koebenhavn
H2994,55.712902,12.561683,800,True,simulated_from_model_type,2994,"unset, unset",6100_Brandhaner__Koebenhavn
H2995,55.708852,12.558104,800,True,simulated_from_model_type,2995,"unset, unset",6100_Brandhaner__Koebenhavn
H2996,55.708867,12.559781,800,True,simulated_from_model_type,2996,"unset, unset",6100_Brandhaner__Koebenhavn
H2997,55.712215,12.562155,800,True,simulated_from_model_type,2997,"unset, unset",6100_Brandhaner__Koebenhavn
H2998,55.711859,12.5605,800,True,simulated_from_model_type,2998,"unset, unset",6100_Brandhaner__Koebenhavn
H2999,55.710509,12.569678,800,True,simulated_from_model_type,2999,"unset, unset",6100_Brandhaner__Koebenhavn
H3000,55.709936,12.568834,800,True,simulated_from_model_type,3000,"unset, unset",6100_Brandhaner__Koebenhavn
H3001,55.711203,12.55814,800,True,simulated_from_model_type,3001,"unset, unset",6100_Brandhaner__Koebenhavn
H3002,55.709107,12.568774,800,True,simulated_from_model_type,3002,"unset, unset",6100_Brandhaner__Koebenhavn
H3003,55.708448,12.569223,800,True,simulated_from_model_type,3003,"unset, unset",6100_Brandhaner__Koebenhavn
H3004,55.708761,12.57018,800,True,simulated_from_model_type,3004,"unset, unset",6100_Brandhaner__Koebenhavn
H3005,55.711308,12.559579,800,True,simulated_from_model_type,3005,"unset, unset",6100_Brandhaner__Koebenhavn
H3006,55.696158,12.544413,800,True,simulated_from_model_type,3006,"unset, unset",6100_Brandhaner__Koebenhavn
H3007,55.708941,12.57097,800,True,simulated_from_model_type,3007,"unset, unset",6100_Brandhaner__Koebenhavn
H3008,55.707442,12.570758,800,True,simulated_from_model_type,3008,"unset, unset",6100_Brandhaner__Koebenhavn
H3009,55.695722,12.543193,800,True,simulated_from_model_type,3009,"unset, unset",6100_Brandhaner__Koebenhavn
H3010,55.696679,12.543964,800,True,simulated_from_model_type,3010,"unset, unset",6100_Brandhaner__Koebenhavn
H3011,55.708195,12.571596,800,True,simulated_from_model_type,3011,"unset, unset",6100_Brandhaner__Koebenhavn
H3012,55.707979,12.572264,800,True,simulated_from_model_type,3012,"unset, unset",6100_Brandhaner__Koebenhavn
H3013,55.70723,12.573305,800,True,simulated_from_model_type,3013,"unset, unset",6100_Brandhaner__Koebenhavn
